cusip,ric,Company Common Name,trbc_economic_sector,trbc_business_sector,trbc_industry_group,trbc_industry
521865204,LEA.N,Lear Corp,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts"
52186N106,LF.N^D16,LeapFrog Enterprises Inc,Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Toys & Children's Products
52187K101,,,,,,
52187K200,CYPH.OQ,Cypherpunk Technologies Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
523234102,XPRT.PK^A15,LECG Corp,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Business Support Services
52328E113,LDTDF.PK,LeddarTech Holdings Inc,Technology,Software & IT Services,Software & IT Services,Software
523768109,,,,,,
524660107,LEG.N,Leggett & Platt Inc,Consumer Cyclicals,Cyclical Consumer Products,Household Goods,Home Furnishings
52466B103,LZ.OQ,LegalZoom.com Inc,Technology,Software & IT Services,Software & IT Services,Online Services
52468L406,LVHD.OQ,Franklin US Low Volatility High Dividend Index,,,,
524706108,LGCYQ.PK^L19,Revenir Energy Inc,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
52470X109,LFTR.OQ^J22,Lefteris Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
52471Y106,LTXB.OQ^K19,LegacyTexas Financial Group Inc,Financials,Banking & Investment Services,Banking Services,Banks
52472M101,LEGH.OQ,Legacy Housing Corporation,Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Homebuilding
52473X106,,,,,,
52473X114,,,,,,
52473X205,LEGOU.OQ^J21,Algoma Steel Group Inc,Basic Materials,Mineral Resources,Metals & Mining,Iron & Steel
52473Y104,,,,,,
52474R207,LGCY.A,Legacy Education Inc,Academic & Educational Services,Academic & Educational Services,"Schools, Colleges & Universities","Schools, Colleges & Universities"
52476L109,LGN.OQ,Legence Corp,Industrials,Industrial & Commercial Services,Construction & Engineering,Construction & Engineering
524901105,LM.N^H20,Legg Mason Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators
524908100,LEHMQ.PK^C12,Lehman Brothers Holdings Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Banking & Brokerage Services
52490G102,LEGN.OQ,Legend Biotech Corp,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
525327102,LDOS.N,Leidos Holdings Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
525558201,LMAT.OQ,LeMaitre Vascular Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology
52567D107,LMND.N,Lemonade Inc,Financials,Insurance,Insurance,Property & Casualty Insurance
52602E102,LPS.N^A14,Black Knight InfoServ LLC,Technology,Software & IT Services,Software & IT Services,Software
52603A109,,,,,,
52603A208,LC.N,LendingClub Corp,Financials,Banking & Investment Services,Banking Services,Consumer Lending
52603B107,TREE.OQ,Lendingtree Inc,Financials,Banking & Investment Services,Banking Services,Consumer Lending
526057104,LEN.N,Lennar Corp,Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Homebuilding
526057302,LENb.N,Lennar Corp,Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Homebuilding
526107107,LII.N,Lennox International Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment
52634L108,LNSR.OQ,LENSAR Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology
52635N103,LENZ.OQ,LENZ Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
52661A108,DRS.OQ,Leonardo DRS Inc,Industrials,Industrial Goods,Aerospace & Defense,Aerospace & Defense
526749106,LHAA.OQ^L22,Lerer Hippeau Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
527064109,,Leslie's Inc,Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers
527064208,LESL.OQ,Leslie's Inc,Consumer Cyclicals,Retailers,Specialty Retailers,Miscellaneous Specialty Retailers
527288104,,,,,,
52729N100,,,,,,
52729N308,LVLT.N^K17,Level 3 Parent LLC,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
52730D208,LEVL.OQ^D22,Level One Bancorp Inc,Financials,Banking & Investment Services,Banking Services,Banks
52736R102,LEVI.N,Levi Strauss & Co,Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories
52886X107,LXEO.OQ,Lexeo Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
528872104,,,,,,
528872302,LXRX.OQ,Lexicon Pharmaceuticals Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
528877103,LX.OQ,Lexinfintech Holdings Ltd,Financials,Banking & Investment Services,Banking Services,Consumer Lending
529043101,LXP.N,LXP Industrial Trust,Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs
529771107,LXK.N^K16,Lexmark International Inc,Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware
529898108,LBYYQ.PK^K20,Libbey Inc,Consumer Cyclicals,Cyclical Consumer Products,Household Goods,"Appliances, Tools & Housewares"
53000N108,LIANY.PK,LianBio,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
53015Y107,LIA.A^K10,Liberty Acquisition Holdings Virginia Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators
530307107,LBRDA.OQ,Liberty Broadband Corp,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting
530307305,LBRDK.OQ,Liberty Broadband Corp,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting
530322106,,,,,,
53046P109,LEXEA.OQ^G19,Liberty Expedia Holdings Inc,Technology,Software & IT Services,Software & IT Services,Online Services
530555101,,,,,,
530555309,,,,,,
530718105,L.N^E06,Liberty Interactive LLC,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting
53071M104,,,,,,
53071M302,,,,,,
53071M500,,,,,,
53071M708,,,,,,
53071M856,LVNTA.OQ^C18,QVC Group Inc,Consumer Cyclicals,Retailers,Diversified Retail,Department Stores
53071M880,,,,,,
53073L104,LMACA.OQ^L22,Liberty Media Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
53073L112,LMACW.OQ^L22,Liberty Media Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
53115L104,LBRT.N,Liberty Energy Inc,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment
531172104,LPT.N^B20,Liberty Property Trust,Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs
53118A105,LIBY.OQ^D24,Liberty Resources Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
531229102,LMCA.OQ^D16,Liberty Media Corp,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting
531229300,LMCK.OQ^D16,Liberty Media Corp,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting
531229409,,,,,,
531229607,,,,,,
531229706,BATRA.OQ,Atlanta Braves Holdings Inc,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation
531229722,LLYVK.OQ^L25,Liberty Live Group,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting
531229748,LLYVA.OQ^L25,Liberty Live Group,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting
531229755,FWONK.OQ,Formula One Group,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting
531229771,FWONA.OQ,Formula One Group,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting
531229789,LSXMK.OQ^I24,Liberty Media Corp,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting
531229813,LSXMA.OQ^I24,Liberty Media Corp,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting
531229854,,,,,,
531229870,,,,,,
531229888,,,,,,
531465102,LTRPA.PK^D25,Liberty TripAdvisor Holdings Inc,Technology,Software & IT Services,Software & IT Services,Online Services
53190C102,LTH.N,"Life Time Group Holdings, Inc",Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation
531914109,LWAY.OQ,Lifeway Foods Inc,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing
531927101,LIFC.OQ^F08,LifeCell Corp,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
53216B104,LFMD.OQ,LifeMD Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology
53217R207,LTM.N^F15,Life Time Inc,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Leisure & Recreation
53217V109,LIFE.OQ^B14,Life Technologies Corp,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
53219L109,LPNT.OQ^K18,Legacy LifePoint Health LLC,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
532206109,LIF.OQ,Life360 Inc,Technology,Software & IT Services,Software & IT Services,Software
53220K207,,,,,,
53220K504,LGND.OQ,Ligand Pharmaceuticals Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
53222K106,,,,,,
53222K205,LFVN.OQ,LifeVantage Corp,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
53222Q103,LCUT.OQ,Lifetime Brands Inc,Consumer Cyclicals,Cyclical Consumer Products,Household Goods,"Appliances, Tools & Housewares"
53223X107,LSI.N^G23,Life Storage LLC,Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs
53224V100,LOCK.K^B17,LifeLock Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Business Support Services
532257805,LPTH.OQ,LightPath Technologies Inc,Technology,Technology Equipment,Office Equipment,Office Equipment
53225G102,LITB.N,LightInTheBox Holding Co Ltd,Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories
532275104,LWLG.OQ,Lightwave Logic Inc,Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts
53227R106,,Lightspeed Commerce Inc,Technology,Software & IT Services,Software & IT Services,Software
53228F101,LFST.OQ,LifeStance Health Group Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
53228M106,,,,,,
53228T119,ZEVYW.PK^E25,Lightning eMotors Inc,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
53229C107,LSPD.TO,Lightspeed Commerce Inc,Technology,Software & IT Services,Software & IT Services,Software
532403201,LLEXQ.PK^L20,Lilis Energy Inc,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
532457108,LLY.N,Eli Lilly and Co,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
53261M104,,,,,,
53263P105,LMB.OQ,Limbach Holdings Inc,Industrials,Industrial & Commercial Services,Construction & Engineering,Construction & Engineering
532716107,FESCO.JS,Future Energy Source Company Ltd,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing
532746104,LMNR.OQ,Limoneira Co,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming
532771102,LIN.N^L14,LIN Media LLC,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Broadcasting
532774106,,,,,,
532791100,LNCR.OQ^H12,Lincare Holdings Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
533535100,LINC.OQ,Lincoln Educational Services Corp,Academic & Educational Services,Academic & Educational Services,Professional & Business Education,Professional & Business Education
533900106,LECO.OQ,Lincoln Electric Holdings Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
534187109,LNC.N,Lincoln National Corp,Financials,Insurance,Insurance,Life & Health Insurance
535219109,LIND.OQ,Lindblad Expeditions Holdings Inc,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,"Hotels, Motels & Cruise Lines"
535555106,LNN.N,Lindsay Corp,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Heavy Machinery & Vehicles
53566P109,LCTX.A,Lineage Cell Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
53566V106,LINE.OQ,Lineage Inc,Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs
535678106,LLTC.OQ^C17,Linear Technology LLC,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
535678AD8,,Linear Technology LLC,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
53567X101,LN.N^L20,A Holdings Corp,Technology,Software & IT Services,Software & IT Services,Online Services
535782106,LNCOQ.PK^B17,LinnCo LLC,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
53578A108,LNKD.N^L16,LinkedIn Corp,Technology,Software & IT Services,Software & IT Services,Online Services
53578P105,LNKB.OQ,LINKBANCORP Inc,Financials,Banking & Investment Services,Banking Services,Banks
535919203,,,,,,
535919401,LGFa.N^E25,Starz Entertainment Corp,Technology,Software & IT Services,Software & IT Services,Online Services
535919500,LGFb.N^E25,Starz Entertainment Corp,Technology,Software & IT Services,Software & IT Services,Online Services
536020100,LINEQ.PK^B17,Linn Energy LLC,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
53619W101,LINX.N^F21,Linx SA,Technology,Software & IT Services,Software & IT Services,Software
53620U102,,,,,,
536221104,LEVGQ.PK^D26,Lion Electric Co,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers
536221112,LEVWQ.PK^D26,Lion Electric Co,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers
536252109,LIOX.OQ^C17,Lionbridge Technologies LLC,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Business Support Services
53625R104,,,,,,
536262108,,,,,,
53626M104,,Lionsgate Studios Corp,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production
53626N102,LION.N,Lionsgate Studios Corp,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production
53630X104,2VT0f.STp^B26,Lipocine Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
53632A201,,,,,,
53635B107,LQDT.OQ,Liquidity Services Inc,Technology,Software & IT Services,Software & IT Services,Online Services
53635D202,LQDA.OQ,Liquidia Corp,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
53656F417,METV.P,Roundhill Ball Metaverse ETF,,,,
53656F789,BETZ.P,Roundhill Sports Betting & iGaming ETF,,,,
53656G498,MAGS.Z,Roundhill Magnificent Seven ETF,,,,
536797103,LAD.N,Lithia Motors Inc,Consumer Cyclicals,Retailers,Specialty Retailers,"Auto Vehicles, Parts & Service Retailers"
53680Q207,,,,,,
53681J103,LAC.N,Lithium Americas Corp,Basic Materials,Mineral Resources,Metals & Mining,Specialty Mining & Metals
537008104,LFUS.OQ,Littelfuse Inc,Technology,Technology Equipment,Electronic Equipment & Parts,Electronic Equipment & Parts
538034109,LYV.N,Live Nation Entertainment Inc,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production
53803X105,LOB.N,Live Oak Bancshares Inc,Financials,Banking & Investment Services,Banking Services,Banks
538086109,LOCC.N^K23,Live Oak Crestview Climate Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
538086117,LOCC_t.N^K23,Live Oak Crestview Climate Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
538086208,LOCC_u.N^K23,Live Oak Crestview Climate Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
538126103,LOKM.N^C23,Live Oak Mobility Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
538126111,LOKM_t.N^C23,Live Oak Mobility Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
538126202,LOKM_u.N^C23,Live Oak Mobility Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
538146101,,LivePerson Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
538146309,LPSN.OQ,LivePerson Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
53814L108,LTHM.N^A24,Livent Corp,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
53814X102,,LiveOne Inc,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production
53814X300,LVO.OQ,LiveOne Inc,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production
53815P108,RAMP.N,Liveramp Holdings Inc,Technology,Software & IT Services,Software & IT Services,Software
53838J113,LVWR_t.N,LiveWire Group Inc,Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Recreational Products
53838L100,LVOX.OQ^L23,LiveVox Holdings Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
53838L118,LVOXW.OQ^L23,LiveVox Holdings Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
53839L208,,,,,,
539183103,LVGO.OQ^K20,Livongo Health LLC,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
539320101,,,,,,
53933L104,,,,,,
539439109,LYG.N,Lloyds Banking Group PLC,Financials,Banking & Investment Services,Banking Services,Banks
53946R106,LDI.N,loanDepot Inc,Financials,Banking & Investment Services,Banking Services,Consumer Lending
53947R105,LOAR.N,Loar Holdings Inc,Industrials,Industrial Goods,Aerospace & Defense,Aerospace & Defense
53952P101,LMPX.PK,Lmp Automotive Holdings Inc,Consumer Cyclicals,Retailers,Specialty Retailers,"Auto Vehicles, Parts & Service Retailers"
53960E114,LOCLW.PK,Local Bounti Corp,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming
539830109,LMT.N,Lockheed Martin Corp,Industrials,Industrial Goods,Aerospace & Defense,Aerospace & Defense
54015L103,EFTR.OQ^G24,eFFECTOR Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
54015L111,,,,,,
540211109,LNETQ.PK^D13,Sonifi Solutions Inc,Technology,Software & IT Services,Software & IT Services,Online Services
540424108,L.N,Loews Corp,Financials,Insurance,Insurance,Property & Casualty Insurance
540424207,CG.N^F08,Carolina Group LLC,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Business Support Services
54141L100,LITT.OQ^F23,Logistics Innovation Technologies Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
54141L118,LITTW.OQ^F23,Logistics Innovation Technologies Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
54142F102,LOGC.OQ^K22,LogicBio Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
54142L109,LOGM.OQ^I20,GoTo Group Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
54150E104,LOMA.N,Loma Negra Compania Industrial Argentina SA,Basic Materials,Mineral Resources,Construction Materials,Construction Materials
54240F103,LONEQ.PK^L20,Lonestar Resources US Inc,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
54300N103,LBPH.OQ^L24,Longboard Pharmaceuticals Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
543162101,LDG.N^J08,Longs Drug Stores Corp,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
54318P108,LGFTY.PK^L11,Longtop Financial Technologies Ltd,Technology,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech)
543195101,,,,,,
543195119,,,,,,
543195200,LGVW_u.N^B21,Butterfly Network Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology
54319Q105,LGV.N^L22,Longview Acquisition Corp II,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
54319Q113,LGV_t.N^L22,Longview Acquisition Corp II,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
54319Q204,LGV_u.N^L22,Longview Acquisition Corp II,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
543518104,LOOP.OQ,Loop Industries Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Environmental Services & Equipment
543524300,LOOP.OQ^E12,LoopNet Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Professional Information Services
543881106,,,,,,
54405Q100,,,,,,
544147101,LO.N^F15,Lorillard LLC,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Tobacco
54570M116,LTRYW.OQ,Sports Entertainment Gaming Global Corp,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Casinos & Gaming
54572F101,LOT.OQ,Lotus Technology Inc,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers
546347105,LPX.N,Louisiana-Pacific Corp,Basic Materials,Applied Resources,Paper & Forest Products,Forest & Wood Products
54738L109,LOVE.OQ,Lovesac Co,Consumer Cyclicals,Cyclical Consumer Products,Household Goods,Home Furnishings
548661107,LOW.N,Lowe's Companies Inc,Consumer Cyclicals,Retailers,Specialty Retailers,Home Improvement Products & Services Retailers
548862101,LOXO.OQ^B19,Loxo Oncology Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
54911Q107,LYLTQ.PK^F23,Loyalty Ventures LLC,Technology,Software & IT Services,Software & IT Services,Software
549271104,LZ.N^I11,Lubrizol Corp,Basic Materials,Chemicals,Chemicals,Commodity Chemicals
549463107,LU.N^L06,Nokia of America Corp,Technology,Technology Equipment,"Computers, Phones & Household Electronics",Phones & Handheld Devices
549463AK3,,Nokia of America Corp,,,,
54948U105,LHDXQ.PK^J23,Lucira Health Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
549498103,,Lucid Group Inc,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers
549498111,LCIDW.OQ^J21,Lucid Group Inc,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers
549498202,LCID.OQ,Lucid Group Inc,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,Auto & Truck Manufacturers
54951L109,LKNCY.PK,Luckin Coffee Inc,Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution
54975P102,,,,,,
54975P201,LU.N,Lufax Holding Ltd,Financials,Banking & Investment Services,Banking Services,Corporate Financial Services
549764108,LUFK.OQ^G13,Lufkin Industries Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
550021109,LULU.OQ,Lululemon Athletica Inc,Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories
55003A108,LVLU.OQ,Lulu's Fashion Lounge Holdings Inc,Consumer Cyclicals,Retailers,Specialty Retailers,Apparel & Accessories Retailers
55003T107,LLFLQ.PK^L24,LL Flooring Holdings Inc,Consumer Cyclicals,Retailers,Specialty Retailers,Home Furnishings Retailers
550241103,LUMN.N,Lumen Technologies Inc,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
550249106,LMRI.OQ,Lumexa Imaging Holdings Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
55024U109,LITE.OQ,Lumentum Holdings Inc,Technology,Technology Equipment,Communications & Networking,Communications & Networking
55025L108,LFT.N,Lument Finance Trust Inc,Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs
55027E102,LMNX.OQ^G21,Luminex Corp,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology
550283105,LMOS.OQ^K17,Lumos Networks Corp,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
550351100,LUNA.PK,Luna Innovations Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
550372106,LUN.TO,Lundin Mining Corp,Basic Materials,Mineral Resources,Metals & Mining,Diversified Mining
550424105,LAZRQ.PK^D26,Luminar Technologies Inc,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts"
550424113,LAZRW.OQ^C21,Luminar Technologies Inc,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts"
550550107,LBC.OQ^C24,Luther Burbank Corp,Financials,Banking & Investment Services,Banking Services,Banks
55068A100,LUXA.OQ^J22,Lux Health Tech Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
55068A118,LUXAW.OQ^J22,Lux Health Tech Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
550819106,LDL.N^J21,Lydall Inc,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts"
55083R203,LYEL.OQ,Lyell Immunopharma Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
55087P104,LYFT.OQ,Lyft Inc,Technology,Software & IT Services,Software & IT Services,Online Services
552074700,WLH.N^B20,William Lyon Homes,Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Homebuilding
552078107,LYO.N^L07,Lyondell Chemical Co,Basic Materials,Chemicals,Chemicals,Commodity Chemicals
55234L105,LYRA.PK,Lyra Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
552541104,MFW.N^L11,M & F Worldwide Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
55261F104,MTB.N,M&T Bank Corp,Financials,Banking & Investment Services,Banking Services,Banks
55262C100,MBI.N,MBIA Inc,Financials,Insurance,Insurance,Property & Casualty Insurance
552641102,MAIA.A,Maia Biotechnology Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
55264U108,MBFI.OQ^C19,MB Financial Inc,Financials,Banking & Investment Services,Banking Services,Banks
552676108,MDC.N^D24,Sekisui House US Inc,Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Homebuilding
552690109,MDU.N,MDU Resources Group Inc,Utilities,Utilities,Multiline Utilities,Multiline Utilities
552697104,,,,,,
55269P302,,,,,,
552715104,,,,,,
55272X102,,,,,,
55272X607,MFA.N,MFA Financial Inc,Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs
55276F107,,,,,,
